,title,eps_count,publish_date,status,season,studio,rate,eps_period,type,classification
1216,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei, 12,2023-09, compleated,Winter,Hotline,5.40,23.0,series,"['Adventure', 'Fantasy', 'Harem', 'Isekai', 'Romance']"
1218,Kingdom 2nd Season, 39,2023-10, compleated,Summer,Pierrot,8.32,25.0,series,"['Action', 'Historical', 'Military', 'Seinen']"
1221,Shokugeki no Souma: San no Sara, 12,2023-09, compleated,Fall,J.C.Staff,8.00,24.0,series,"['Ecchi', 'Gourmet', 'School', 'Shounen']"
1222,Osomatsu-san 3rd Season, 25,2023-10, compleated,Fall,Pierrot,7.37,23.0,series,"['Comedy', 'Gag Humor', 'Parody']"
1223,Urusei Yatsura (2022), 23,2023-09, compleated,Fall,David Production,7.42,22.0,series,"['Comedy', 'Gag Humor', 'Romance', 'Sci-Fi', 'Shounen']"
1224,"Komi-san wa, Comyushou desu.", 12,2023-09, compleated,Fall,OLM,7.90,23.0,series,"['Comedy', 'Romantic Subtext', 'School', 'Shounen']"
1225,All Out!!, 25,2023-10, compleated,Fall,Madhouse,7.04,24.0,series,"['School', 'Seinen', 'Sports', 'Team Sports']"
1227,One Piece: Adventure of Nebulandia,null,2024-08, compleated,unknown,Toei Animation,7.24,,movie,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
1229,Horimiya, 13,2023-10, compleated,Winter,CloverWorks,8.20,23.0,series,"['Romance', 'School', 'Shounen']"
1230,Temple, 12,2023-10, compleated,Summer,Gekkou,6.77,24.0,series,"['Comedy', 'Ecchi', 'Harem', 'Romance']"
1231,5-toubun no Hanayome*,null,2024-12, ongoing,unknown,Bibury Animation Studios,7.18,47.0,series,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']"
1232,Shingeki no Kyojin, 25,2023-10, compleated,Spring,Wit Studio,8.54,24.0,series,"['Action', 'Award Winning', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival', 'Suspense']"
1233,Fate/stay night: Unlimited Blade Works 2nd Season, 13,2023-10, compleated,Spring,ufotable,8.32,24.0,series,"['Action', 'Fantasy', 'Supernatural']"
1234,Kami no Tou, 13,2023-10, compleated,Spring,Telecom Animation Film,7.55,23.0,series,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']"
1236,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou, 10,2023-09, compleated,Fall,Production I.G,8.78,24.0,series,"['School', 'Shounen', 'Sports', 'Team Sports']"
1238,Zero kara Hajimeru Mahou no Sho, 12,2023-09, compleated,Spring,White Fox,7.07,24.0,series,"['Action', 'Adventure', 'Anthropomorphic', 'Fantasy']"
1239,Nokemono-tachi no Yoru, 13,2023-09, compleated,Winter,Ashi Productions,6.59,23.0,series,"['Action', 'Anthropomorphic', 'Fantasy', 'Historical', 'Shounen']"
1245,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou", 13,2023-10, compleated,Summer,SILVER LINK.,7.37,23.0,series,"['Action', 'Fantasy', 'Mythology', 'Reincarnation', 'School']"
1247,Bocchi the Rock!, 12,2023-09, compleated,Fall,CloverWorks,8.82,23.0,series,"['CGDCT', 'Comedy', 'Music']"
1248,Musaigen no Phantom World, 13,2023-10, compleated,Winter,Kyoto Animation,6.86,24.0,series,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'School']"
1249,Kuroko no Basket 2nd Season, 25,2023-10, compleated,Fall,Production I.G,8.21,24.0,series,"['School', 'Shounen', 'Sports', 'Team Sports']"
1250,World Trigger 3rd Season, 14,2023-10, compleated,Fall,Toei Animation,8.27,23.0,series,"['Action', 'Sci-Fi', 'Shounen']"
1251,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri", 12,2023-09, compleated,Summer,A-1 Pictures,7.69,23.0,series,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'Military']"
1252,Tejina-senpai, 12,2023-09, compleated,Summer,LIDENFILMS,6.40,12.0,series,"['Comedy', 'Ecchi', 'Performing Arts', 'Romantic Subtext', 'School', 'Seinen']"
1253,"One Piece Movie 09: Episode of Chopper Plus – Fuyu ni Saku, Kiseki no Sakura",null,2024-08, compleated,unknown,Toei Animation,7.45,,movie,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
1254,Dragon Ball, 153,2023-10, compleated,Winter,Toei Animation,7.96,24.0,series,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']"
1255,Estab-Life: Great Escape, 12,2023-09, compleated,Spring,Polygon Pictures,6.50,22.0,series,['Sci-Fi']
1257,Boku wa Tomodachi ga Sukunai Next, 12,2023-09, compleated,Winter,AIC Build,7.29,24.0,series,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']"
1259,Beastars, 12,2023-09, compleated,Fall,Orange,7.83,22.0,series,"['Anthropomorphic', 'Drama', 'Psychological', 'School', 'Shounen']"
1260,Assassins Pride, 12,2023-09, compleated,Fall,EMT Squared,5.93,24.0,series,['Fantasy']
1261,Uchi no Shishou wa Shippo ga Nai, 13,2023-09, compleated,Fall,LIDENFILMS,6.73,23.0,series,"['Historical', 'Mythology', 'Performing Arts', 'Seinen', 'Slice of Life', 'Supernatural']"
1262,Koori Zokusei Danshi to Cool na Douryou Joshi, 12,2023-09, compleated,Winter,Liber,7.33,23.0,series,"['Adult Cast', 'Comedy', 'Fantasy', 'Mythology', 'Romance', 'Workplace']"
1263,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season, 13,2023-10, compleated,Spring,Sunrise,7.70,24.0,series,"['Idols (Female)', 'Music', 'School', 'Slice of Life']"
1264,Gibiate, 12,2023-09, compleated,Summer,l-a-unch・BOX,3.81,24.0,series,"['Action', 'Fantasy', 'Horror', 'Martial Arts', 'Samurai']"
1268,Hitsugi no Chaika, 12,2023-09, compleated,Spring,Bones,7.22,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Romance']"
1272,Nanatsu no Taizai: Imashime no Fukkatsu, 24,2023-10, compleated,Winter,A-1 Pictures,7.58,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
1273,Ao no Exorcist, 25,2023-10, compleated,Spring,A-1 Pictures,7.49,24.0,series,"['Action', 'Fantasy', 'Mythology', 'School', 'Shounen']"
1274,Tensai Ouji no Akaji Kokka Saisei Jutsu, 12,2023-09, compleated,Winter,Yokohama Animation Lab,7.39,24.0,series,"['Comedy', 'Fantasy']"
1275,Chao Neng Lifang: Chaofan Pian,null,, ongoing,unknown,Big Firebird Culture,7.21,15.0,series,"['Action', 'Adventure', 'Fantasy']"
1276,Gleipnir, 13,2023-10, compleated,Spring,PINE JAM,6.99,23.0,series,"['Action', 'Mystery', 'Seinen', 'Supernatural']"
1277,BNA, 12,2023-09, compleated,Spring,Trigger,7.35,22.0,series,"['Action', 'Anthropomorphic', 'Fantasy', 'Super Power']"
1278,Megalo Box, 13,2023-10, compleated,Spring,TMS Entertainment,7.88,24.0,series,"['Adult Cast', 'Combat Sports', 'Sci-Fi', 'Sports']"
1279,Yaku nara Mug Cup mo: Niban Gama, 12,2023-09, compleated,Fall,Nippon Animation,6.82,14.0,series,"['CGDCT', 'Iyashikei', 'School', 'Slice of Life', 'Visual Arts']"
1280,Haikyuu!! To the Top, 13,2023-10, compleated,Winter,Production I.G,8.36,24.0,series,"['School', 'Shounen', 'Sports', 'Team Sports']"
1281,Genjitsu Shugi Yuusha no Oukoku Saikenki, 13,2023-10, compleated,Summer,J.C.Staff,7.24,24.0,series,"['Action', 'Fantasy', 'Harem', 'Isekai', 'Military', 'Romance']"
1282,Fruits Basket 2nd Season, 25,2023-10, compleated,Spring,TMS Entertainment,8.55,23.0,series,"['Drama', 'Romance', 'School', 'Shoujo', 'Supernatural']"
1283,Kuma Kuma Kuma Bear Punch!, 12,2023-09, compleated,Spring,EMT Squared,7.27,23.0,series,"['Adventure', 'Comedy', 'Fantasy', 'Isekai']"
1284,Itou Junji: Collection, 12,2023-09, compleated,Winter,Studio Deen,6.48,24.0,series,"['Drama', 'Horror', 'Mystery', 'Psychological', 'Supernatural']"
1285,Shigatsu wa Kimi no Uso, 22,2023-10, compleated,Fall,A-1 Pictures,8.65,22.0,series,"['Drama', 'Love Polygon', 'Music', 'Romance', 'School', 'Shounen']"
1287,Tensei shitara Ken deshita, 12,2023-09, compleated,Fall,C2C,7.54,23.0,series,"['Action', 'Fantasy', 'Isekai', 'Reincarnation']"
1290,Magi: The Kingdom of Magic, 25,2023-10, compleated,Fall,A-1 Pictures,8.21,25.0,series,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
1291,Ao Ashi, 24,2023-10, compleated,Spring,Production I.G,8.21,24.0,series,"['Seinen', 'Sports', 'Team Sports']"
1292,Hibike! Euphonium 2, 13,2023-10, compleated,Fall,Kyoto Animation,8.31,23.0,series,"['Drama', 'Music', 'Performing Arts', 'School']"
1294,Sekirei: Pure Engagement, 13,2023-10, compleated,Summer,Seven Arcs,7.28,24.0,series,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Seinen', 'Super Power']"
1295,Walkure Romanze, 12,2023-09, compleated,Fall,8bit,6.31,23.0,series,"['Ecchi', 'Harem', 'Romance', 'School', 'Sports']"
1296,Sword Art Online, 25,2023-10, compleated,Summer,A-1 Pictures,7.20,23.0,series,"['Action', 'Adventure', 'Fantasy', 'Love Polygon', 'Romance', 'Video Game']"
1297,Level 1 dakedo Unique Skill de Saikyou desu, 12,2023-09, compleated,Summer,Maho Film,6.25,23.0,series,"['Fantasy', 'Harem', 'Isekai', 'Reincarnation']"
1298,Edens Zero 2nd Season, 25,2023-09, compleated,Spring,J.C.Staff,7.43,23.0,series,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Shounen', 'Space']"
1299,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita", 12,2023-09, compleated,Spring,Revoroot,6.93,23.0,series,"['CGDCT', 'Comedy', 'Fantasy', 'Isekai', 'Reincarnation']"
1300,Death Parade, 12,2023-09, compleated,Winter,Madhouse,8.15,23.0,series,"['Adult Cast', 'Drama', 'High Stakes Game', 'Psychological', 'Supernatural', 'Suspense']"
1301,Cool Doji Danshi, 24,2023-09, compleated,Fall,Pierrot,7.87,11.0,series,"['Iyashikei', 'Slice of Life']"
1302,Uma Musume: Pretty Derby Season 2, 13,2023-10, compleated,Winter,Studio Kai,8.06,23.0,series,"['Anthropomorphic', 'Sports']"
1305,Mahou Shoujo Magical Destroyers, 12,2023-09, compleated,Spring,Bibury Animation Studios,6.35,23.0,series,"['Action', 'Fantasy', 'Mahou Shoujo', 'Otaku Culture']"
1306,4-nin wa Sorezore Uso wo Tsuku, 11,2023-09, compleated,Fall,Studio Flad,7.15,23.0,series,"['Comedy', 'Gag Humor', 'School', 'Shounen', 'Super Power', 'Supernatural']"
1307,Seiken Densetsu: Legend of Mana – The Teardrop Crystal, 12,2023-09, compleated,Fall,Graphinica,5.48,23.0,series,['Adventure']
1308,Deca-Dence, 12,2023-09, compleated,Summer,Nut,7.37,23.0,series,"['Action', 'Adventure', 'Sci-Fi']"
1310,Jigokuraku, 13,2023-09, compleated,Spring,MAPPA,8.15,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Gore', 'Historical', 'Shounen']"
1311,Lupin III: Part 6, 24,2023-10, compleated,Fall,Actas,7.19,23.0,series,"['Action', 'Adult Cast', 'Adventure', 'Comedy', 'Mystery', 'Seinen']"
1312,Love Live! Superstar!! 2nd Season, 12,2023-12, compleated,Summer,Sunrise,7.71,23.0,series,"['Idols (Female)', 'Music', 'School', 'Slice of Life']"
1313,Mayo Chiki!, 13,2023-10, compleated,Summer,feel.,7.23,24.0,series,"['Comedy', 'Crossdressing', 'Ecchi', 'Harem', 'Romance', 'School']"
1315,Ayaka, 12,2023-09, compleated,Summer,Studio Blanc.,6.41,23.0,series,"['Fantasy', 'Mythology']"
1318,Tokyo Revengers: Seiya Kessen-hen, 13,2023-09, compleated,Winter,LIDENFILMS,7.69,23.0,series,"['Action', 'Delinquents', 'Drama', 'Shounen', 'Supernatural', 'Time Travel']"
1319,Shikkakumon no Saikyou Kenja, 12,2023-09, compleated,Winter,J.C.Staff,6.23,23.0,series,"['Action', 'Adventure', 'Fantasy', 'Reincarnation']"
1320,One Piece Movie 07: Karakuri-jou no Mecha Kyohei,null,2024-08, compleated,unknown,Toei Animation,7.17,,movie,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
1321,Senyoku no Sigrdrifa, 12,2023-09, compleated,Fall,A-1 Pictures,6.45,25.0,series,"['Action', 'Military']"
1322,Kakushigoto, 12,2023-09, compleated,Spring,Ajia-do,7.98,23.0,series,"['Childcare', 'Comedy', 'Gag Humor', 'Otaku Culture', 'Shounen']"
1323,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru, 12,2023-09, compleated,Fall,TROYCA,7.42,23.0,series,"['Drama', 'Mystery', 'Suspense']"
1324,Majutsushi Orphen Hagure Tabi: Kimluck-hen, 11,2023-09, compleated,Winter,Studio Deen,6.20,23.0,series,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Martial Arts']"
1327,Shingeki no Kyojin: The Final Season – Kanketsu-hen,null,, compleated,unknown,MAPPA,9.03,,series,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival', 'Suspense']"
1328,Zombieland Saga, 12,2023-09, compleated,Fall,MAPPA,7.51,23.0,series,"['Award Winning', 'Comedy', 'Idols (Female)', 'Music', 'Parody', 'Supernatural']"
1329,Mushishi Zoku Shou, 10,2023-09, compleated,Spring,Artland,8.69,24.0,series,"['Adult Cast', 'Adventure', 'Historical', 'Iyashikei', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural']"
1330,Pandora Hearts, 25,2023-10, compleated,Spring,Xebec,7.66,24.0,series,"['Adventure', 'Fantasy', 'Mystery', 'Shounen']"
1333,Shinobi no Ittoki, 12,2023-09, compleated,Fall,TROYCA,6.08,23.0,series,"['Action', 'School']"
1334,Mamahaha no Tsurego ga Motokano datta, 12,2023-09, compleated,Summer,Project No.9,6.76,23.0,series,"['Comedy', 'Romance']"
1335,Tondemo Skill de Isekai Hourou Meshi, 12,2023-09, compleated,Winter,MAPPA,7.68,23.0,series,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet', 'Isekai']"
1336,Hataraku Saibou Black, 13,2023-10, compleated,Winter,LIDENFILMS,7.52,23.0,series,"['Action', 'Anthropomorphic', 'Drama', 'Educational', 'Medical', 'Seinen']"
1337,Kimi ni Todoke 2nd Season, 12,2023-10, compleated,Winter,Production I.G,7.98,23.0,series,"['Drama', 'Romance', 'School', 'Shoujo']"
1339,Kimi ni Todoke, 25,2023-10, compleated,Fall,Production I.G,8.00,22.0,series,"['Drama', 'Romance', 'School', 'Shoujo']"
1340,Kingdom 4th Season, 26,2023-10, compleated,Spring,Pierrot,8.74,24.0,series,"['Action', 'Historical', 'Military', 'Seinen']"
1342,Fairy Tail (2014), 102,2023-09, compleated,Spring,A-1 Pictures,7.65,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
1344,Muv-Luv Alternative, 12,2023-09, compleated,Fall,FLAGSHIP LINE,5.82,22.0,series,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']"
1345,Oniichan dakedo Ai sae Areba Kankeinai yo ne!, 12,2023-09, compleated,Fall,SILVER LINK.,6.44,24.0,series,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']"
1347,Nanatsu no Taizai: Ensa no Edinburgh,null,2023-12, compleated,unknown,Alfred Imageworks,6.17,,movie,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
1349,Jahy-sama wa Kujikenai!, 20,2023-10, compleated,Summer,SILVER LINK.,7.04,23.0,series,"['Comedy', 'Shounen', 'Supernatural']"
1350,Kingdom 3rd Season, 26,2023-10, compleated,Spring,Pierrot,8.81,25.0,series,"['Action', 'Historical', 'Military', 'Seinen']"
1352,Midara na Ao-chan wa Benkyou ga Dekinai, 12,2023-09, compleated,Spring,SILVER LINK.,6.72,12.0,series,"['Comedy', 'Ecchi', 'Romance', 'School', 'Shounen']"
1355,Bokura wa Minna Kawai-sou, 12,2023-09, compleated,Spring,Brain's Base,7.66,24.0,series,"['Romantic Subtext', 'School', 'Seinen', 'Slice of Life']"
1358,Saijaku Muhai no Bahamut, 12,2023-09, compleated,Winter,Lerche,6.53,23.0,series,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Mecha', 'Romance', 'School']"
1360,Kono Subarashii Sekai ni Bakuen wo!, 12,2023-09, compleated,Spring,Drive,7.50,23.0,series,"['Comedy', 'Fantasy']"
1361,"Fuufu Ijou, Koibito Miman.", 12,2023-09, compleated,Fall,studio MOTHER,7.60,24.0,series,"['Love Polygon', 'Romance', 'School', 'Seinen']"
1362,Kaifuku Jutsushi no Yarinaoshi, 12,2023-09, compleated,Winter,TNK,6.34,24.0,series,"['Action', 'Adventure', 'Drama', 'Erotica', 'Fantasy', 'Gore', 'Harem', 'Time Travel']"
1363,Satsuriku no Tenshi, 16,2023-10, compleated,Summer,J.C.Staff,6.96,23.0,series,"['Adventure', 'Gore', 'Horror', 'Psychological', 'Suspense']"
1364,Isekai Maou to Shoukan Shoujo no Dorei Majutsu, 12,2023-09, compleated,Summer,Ajia-do,6.86,23.0,series,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Isekai']"
1365,"Benriya Saitou-san, Isekai ni Iku", 12,2023-09, compleated,Winter,C2C,7.46,23.0,series,"['Adult Cast', 'Adventure', 'Comedy', 'Fantasy', 'Isekai']"
1366,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season – Asaki Yume no Akatsuki,null,2023-10, compleated,unknown,Shaft,6.75,24.0,series,"['Drama', 'Mahou Shoujo', 'Psychological', 'Suspense']"
1367,Mairimashita! Iruma-kun 2nd Season, 21,2023-10, compleated,Spring,Bandai Namco Pictures,8.05,24.0,series,"['Comedy', 'Fantasy', 'Isekai', 'Mythology', 'School', 'Shounen']"
1368,Hanebado!, 13,2023-10, compleated,Summer,LIDENFILMS,6.85,24.0,series,"['School', 'Seinen', 'Sports']"
1369,Heike Monogatari, 11,2023-09, compleated,Winter,Science SARU,7.77,23.0,series,"['Drama', 'Historical', 'Samurai']"
1371,Extreme Hearts, 12,2023-09, compleated,Summer,Seven Arcs,6.54,24.0,series,"['Music', 'Sports']"
1372,Gunjou no Fanfare, 13,2023-10, compleated,Spring,Lay-duce,6.13,23.0,series,"['Racing', 'Sports']"
1374,Kuma Kuma Kuma Bear, 12,2023-09, compleated,Fall,EMT Squared,7.23,23.0,series,"['Adventure', 'Comedy', 'Fantasy', 'Isekai']"
1375,Naruto: Shippuden, 500,2023-10, compleated,Winter,Pierrot,8.26,23.0,series,"['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Shounen']"
1376,Tokyo Mew Mew New ♡, 12,2023-12, compleated,Summer,Graphinica,6.61,24.0,series,"['Fantasy', 'Mahou Shoujo', 'Romance', 'Sci-Fi', 'Shoujo']"
1377,Tonari no Kaibutsu-kun, 13,2023-10, compleated,Fall,Brain's Base,7.47,24.0,series,"['Comedy', 'Romance', 'School', 'Shoujo']"
1378,"Kono Healer, Mendokusai", 12,2023-09, compleated,Spring,Jumondo,6.35,23.0,series,"['Adventure', 'Comedy', 'Fantasy']"
1380,Shachiku-san wa Youjo Yuurei ni Iyasaretai., 12,2023-09, compleated,Spring,Project No.9,7.10,23.0,series,"['Comedy', 'Shounen', 'Supernatural', 'Workplace']"
1381,Ao no Orchestra, 24,2023-09, compleated,Spring,Nippon Animation,7.09,25.0,series,"['Drama', 'Music', 'Performing Arts', 'School']"
1382,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen", 12,2023-09, compleated,Fall,SILVER LINK.,6.66,23.0,series,"['Action', 'Fantasy', 'Military', 'Romance']"
1383,Lapis Re:LiGHTs, 12,2023-09, compleated,Summer,Yokohama Animation Lab,6.66,24.0,series,"['Fantasy', 'Idols (Female)', 'Music', 'School']"
1384,The Marginal Service, 12,2023-09, compleated,Spring,Studio 3Hz,5.51,22.0,series,"['Action', 'Adult Cast', 'Sci-Fi']"
1386,K: Return of Kings, 13,2023-10, compleated,Fall,GoHands,7.56,24.0,series,"['Action', 'Fantasy', 'Super Power']"
1388,Tengen Toppa Gurren Lagann, 27,2023-10, compleated,Spring,Gainax,8.63,24.0,series,"['Action', 'Adventure', 'Award Winning', 'Mecha', 'Sci-Fi']"
1390,Katsute Kami Datta Kemono-tachi e, 12,2023-09, compleated,Summer,MAPPA,6.40,23.0,series,"['Action', 'Drama', 'Fantasy', 'Gore', 'Military', 'Shounen']"
1391,Leadale no Daichi nite, 12,2023-09, compleated,Winter,Maho Film,6.94,23.0,series,"['Adventure', 'Fantasy', 'Isekai', 'Reincarnation']"
1392,Jashin-chan Dropkick X, 12,2023-10, compleated,Summer,Nomad,7.40,23.0,series,"['CGDCT', 'Comedy', 'Gag Humor', 'Mythology', 'Supernatural']"
1395,Do It Yourself!!, 12,2023-09, compleated,Fall,PINE JAM,7.46,23.0,series,"['CGDCT', 'School', 'Slice of Life']"
1396,Kage no Jitsuryokusha ni Naritakute!, 20,2023-09, compleated,Fall,Nexus,8.31,23.0,series,"['Action', 'Comedy', 'Fantasy', 'Isekai', 'Reincarnation']"
1397,Gyakkyou Burai Kaiji: Ultimate Survivor, 26,2023-10, compleated,Fall,Madhouse,8.27,23.0,series,"['Adult Cast', 'High Stakes Game', 'Psychological', 'Seinen', 'Strategy Game', 'Suspense']"
1398,Shokugeki no Souma: Ni no Sara, 13,2023-10, compleated,Summer,J.C.Staff,8.09,24.0,series,"['Ecchi', 'Gourmet', 'School', 'Shounen']"
1399,Kimi wa Houkago Insomnia, 13,2023-09, compleated,Spring,LIDENFILMS,8.09,23.0,series,"['Romance', 'School', 'Seinen']"
1402,Youjo Senki, 12,2023-09, compleated,Winter,Nut,7.96,23.0,series,"['Action', 'Fantasy', 'Isekai', 'Military', 'Reincarnation']"
1403,Kanojo ga Koushaku-tei ni Itta Riyuu, 12,2023-09, compleated,Spring,Typhoon Graphics,7.50,23.0,series,"['Fantasy', 'Isekai', 'Reincarnation', 'Romance']"
1404,Kanata no Astra, 12,2023-09, compleated,Summer,Lerche,8.08,28.0,series,"['Adventure', 'Award Winning', 'Mystery', 'Sci-Fi', 'Shounen', 'Space', 'Survival']"
1405,Houkago Teibou Nisshi, 12,2023-09, compleated,Spring,Doga Kobo,7.43,23.0,series,"['CGDCT', 'Gourmet', 'Iyashikei', 'School', 'Seinen', 'Slice of Life']"
